gene_family_id	R5-3	M.roreri	B.botryosum	R0301	P.striiformis	P.oryzae	U.maydis	R10-1	R.solani	P.placenta	R1-6-1	R1-8-2
GF_2223	2	0	0	4	0	0	0	2	1	0	1	2
GF_2224	1	1	1	1	0	1	1	1	0	1	2	2
GF_2225	1	1	1	1	0	1	1	1	0	1	2	2
GF_2226	1	1	1	1	0	1	1	1	1	1	1	2
GF_2227	1	1	1	1	0	2	1	1	1	0	1	2
GF_2228	1	1	1	1	1	0	1	1	1	1	1	2
GF_2229	1	1	1	1	1	0	1	1	1	1	1	2
GF_2230	1	1	1	2	0	0	1	1	1	1	1	2
GF_2231	1	0	1	2	1	0	1	1	1	1	1	2
GF_2232	1	1	1	2	1	0	0	1	1	1	1	2
GF_2233	1	1	1	2	0	1	1	1	1	0	1	2
GF_2234	1	1	1	2	0	1	0	1	1	1	1	2
GF_2235	1	1	1	2	0	0	1	1	1	1	1	2
GF_2236	1	1	1	1	1	0	1	1	1	1	1	2
GF_2237	1	1	1	1	0	1	1	1	1	1	1	2
GF_2238	1	1	1	1	1	1	1	1	0	1	1	2
GF_2239	1	1	1	1	1	0	1	1	1	1	1	2
GF_2240	1	1	1	1	1	0	1	1	0	1	2	2
GF_2241	1	0	0	2	0	0	0	2	0	0	3	4
GF_2242	1	0	0	1	0	0	0	3	0	0	3	4
GF_2243	1	0	0	1	0	0	0	1	7	0	1	1
GF_2244	1	1	1	1	0	1	1	1	2	1	1	1
GF_2245	1	0	0	3	0	0	0	0	2	0	4	2
GF_2246	1	1	1	1	1	1	0	1	1	1	1	2
GF_2247	1	0	0	5	0	0	0	3	0	0	0	3
GF_2248	1	1	1	1	1	0	1	1	1	1	1	2
GF_2249	1	1	1	1	0	1	1	1	1	1	1	2
GF_2250	1	1	1	2	0	1	0	1	1	1	1	2
GF_2251	1	1	1	2	0	0	1	1	1	1	1	2
GF_2252	1	1	1	2	0	0	1	1	1	1	1	2
GF_2253	1	1	1	2	1	1	0	1	0	1	1	2
GF_2254	1	1	0	2	1	0	1	1	1	1	1	2
GF_2255	1	1	1	2	0	1	1	1	1	0	1	2
GF_2256	1	1	1	2	1	0	0	1	1	1	1	2
GF_2257	1	1	1	2	0	1	1	1	0	1	1	2
GF_2258	1	1	1	2	0	0	1	1	1	1	1	2
GF_2259	1	1	0	2	1	1	1	1	1	0	1	2
GF_2260	0	0	0	2	0	0	0	3	0	0	3	4
GF_2261	2	0	0	2	0	1	1	2	0	0	2	2
GF_2262	1	1	1	1	1	0	1	1	1	1	1	2
GF_2263	1	1	1	1	1	1	0	1	0	2	1	2
GF_2264	1	0	1	1	0	0	1	1	3	1	1	2
GF_2265	1	1	1	1	1	1	1	1	1	0	1	2
GF_2266	1	1	1	1	1	1	0	1	1	1	1	2
GF_2267	1	1	1	1	0	1	1	1	1	1	1	2
GF_2268	1	1	1	1	0	1	1	1	1	1	1	2
GF_2269	1	1	1	1	0	1	1	1	1	1	1	2
GF_2270	1	1	1	1	0	1	1	1	1	1	1	2
GF_2271	1	1	1	1	1	0	1	1	1	1	1	2
GF_2272	1	0	0	2	0	0	0	3	0	0	4	2
GF_2273	1	1	1	2	0	1	0	1	1	1	1	2
GF_2274	1	1	1	1	1	0	1	1	1	1	1	2
GF_2275	1	1	1	1	0	1	1	1	1	1	1	2
GF_2276	1	1	1	1	0	1	1	1	1	1	1	2
GF_2277	1	1	1	1	0	1	1	1	1	1	1	2
GF_2278	1	1	1	1	1	1	1	1	1	0	1	2
GF_2279	1	1	1	1	0	1	1	1	1	1	1	2
GF_2280	1	1	1	1	0	1	1	1	1	1	1	2
GF_2281	0	11	0	0	0	0	0	0	0	1	0	0
GF_2282	1	3	0	1	0	1	1	1	1	1	1	1
GF_2283	0	11	0	0	0	0	1	0	0	0	0	0
GF_2284	0	12	0	0	0	0	0	0	0	0	0	0
GF_2285	0	12	0	0	0	0	0	0	0	0	0	0
GF_2286	1	2	1	1	2	0	0	1	1	1	1	1
GF_2287	1	2	0	1	0	0	1	1	4	0	1	1
GF_2288	1	2	1	1	0	1	1	1	1	1	1	1
GF_2289	0	12	0	0	0	0	0	0	0	0	0	0
GF_2290	1	4	1	1	0	0	1	1	1	0	1	1
GF_2291	0	10	0	0	0	1	1	0	0	0	0	0
GF_2292	0	12	0	0	0	0	0	0	0	0	0	0
GF_2293	0	7	1	1	0	0	0	1	1	0	0	1
GF_2294	1	3	0	1	0	0	1	1	1	2	1	1
GF_2295	1	3	0	1	0	3	0	1	1	0	1	1
GF_2296	1	3	0	1	1	0	0	1	1	2	1	1
GF_2297	1	2	0	2	0	0	0	2	2	0	1	2
GF_2298	1	3	0	1	0	1	0	1	2	1	1	1
GF_2299	1	3	1	1	0	1	1	1	1	0	1	1
GF_2300	1	1	1	1	1	1	1	1	1	1	1	1
GF_2301	1	1	1	1	1	1	1	1	1	1	1	1
GF_2302	0	12	0	0	0	0	0	0	0	0	0	0
GF_2303	1	3	1	1	0	1	1	1	1	0	1	1
GF_2304	1	5	1	1	0	0	0	1	1	0	1	1
GF_2305	1	2	1	1	0	1	1	1	1	1	1	1
GF_2306	1	2	1	1	0	1	1	1	1	1	1	1
GF_2307	1	2	1	1	0	1	1	1	1	1	1	1
GF_2308	1	1	1	1	0	1	1	1	2	1	1	1
GF_2309	1	0	0	2	0	0	0	1	8	0	0	0
GF_2310	1	0	0	1	0	0	0	1	7	0	1	1
GF_2311	0	0	0	0	0	0	0	0	12	0	0	0
GF_2312	1	1	0	1	1	2	1	1	2	0	1	1
GF_2313	1	2	1	1	1	0	1	1	1	1	1	1
GF_2314	1	2	1	1	0	1	1	1	1	1	1	1
GF_2315	1	1	1	1	2	1	1	1	0	1	1	1
GF_2316	1	2	1	1	0	1	1	1	1	1	1	1
GF_2317	1	3	1	1	0	1	1	1	1	0	1	1
GF_2318	1	2	1	1	0	0	1	2	1	1	1	1
GF_2319	1	2	2	1	1	0	0	1	1	1	1	1
GF_2320	1	2	1	1	1	0	1	1	1	1	1	1
GF_2321	1	2	1	1	0	1	1	1	1	1	1	1
GF_2322	1	2	1	1	0	1	1	1	1	1	1	1
GF_2323	1	2	1	1	1	1	0	1	1	1	1	1
GF_2324	1	3	1	1	0	0	0	1	1	2	1	1
GF_2325	0	2	1	1	1	1	1	1	1	1	1	1
GF_2326	0	12	0	0	0	0	0	0	0	0	0	0
GF_2327	1	2	1	2	0	1	1	1	1	0	1	1
GF_2328	1	1	1	1	0	2	0	1	1	2	1	1
GF_2329	1	0	1	1	1	2	1	1	1	1	1	1
GF_2330	0	1	1	1	1	2	1	1	1	1	1	1
GF_2331	1	1	0	1	0	3	1	1	1	1	1	1
GF_2332	1	1	1	1	1	2	1	1	0	1	1	1
GF_2333	1	1	1	1	0	3	1	1	1	0	1	1
GF_2334	1	1	0	1	0	3	0	1	1	1	2	1
GF_2335	2	0	0	2	0	0	0	1	4	0	1	2
GF_2336	1	1	1	1	1	1	1	1	1	1	1	1
GF_2337	1	1	1	1	2	0	1	1	1	1	1	1
GF_2338	1	1	1	1	2	1	1	1	0	1	1	1
GF_2339	0	1	1	1	3	1	1	1	1	1	0	1
GF_2340	1	1	1	1	2	1	1	1	1	1	0	1
GF_2341	1	1	1	1	2	1	0	1	1	1	1	1
GF_2342	1	1	1	1	3	1	1	1	1	0	0	1
GF_2343	1	1	1	1	2	1	0	1	1	1	1	1
GF_2344	1	1	1	1	2	1	1	1	0	1	1	1
GF_2345	1	1	1	1	2	1	1	1	0	1	1	1
GF_2346	1	1	1	1	2	0	1	1	1	1	1	1
GF_2347	0	1	1	1	4	1	1	0	1	1	0	1
GF_2348	1	0	1	1	2	1	1	1	1	1	1	1
GF_2349	1	1	1	1	2	0	1	1	1	1	1	1
GF_2350	1	0	1	1	2	1	1	1	1	1	1	1
GF_2351	0	0	0	0	11	0	0	0	0	1	0	0
GF_2352	1	1	1	1	2	0	1	1	1	1	1	1
GF_2353	0	1	0	1	4	2	0	1	1	1	0	1
GF_2354	1	2	0	1	2	0	0	1	3	0	1	1
GF_2355	1	1	1	1	2	0	1	1	1	1	1	1
GF_2356	1	1	1	1	2	0	1	1	1	1	1	1
GF_2357	0	0	0	0	12	0	0	0	0	0	0	0
GF_2358	1	1	1	1	2	0	1	1	1	1	1	1
GF_2359	1	1	1	0	2	1	1	1	1	1	1	1
GF_2360	1	1	1	1	2	1	1	1	1	0	1	1
GF_2361	1	1	1	1	2	1	1	1	0	1	1	1
GF_2362	1	0	1	1	3	1	1	1	1	0	1	1
GF_2363	1	1	1	1	2	1	1	1	0	1	1	1
GF_2364	1	1	1	1	2	0	1	1	1	1	1	1
GF_2365	1	1	2	1	2	0	0	1	1	1	1	1
GF_2366	1	1	1	1	2	1	1	1	1	0	1	1
GF_2367	1	1	1	1	2	0	1	1	1	1	1	1
GF_2368	1	1	1	1	2	1	1	1	1	0	1	1
GF_2369	1	1	0	1	2	0	0	2	2	1	1	1
GF_2370	1	1	1	1	2	1	1	1	0	1	1	1
GF_2371	1	0	1	1	2	1	1	1	1	1	1	1
GF_2372	1	1	1	1	2	0	1	1	1	1	1	1
GF_2373	0	0	0	0	12	0	0	0	0	0	0	0
GF_2374	1	1	1	1	2	1	0	1	1	1	1	1
GF_2375	1	0	1	1	2	1	1	1	1	1	1	1
GF_2376	1	1	1	1	2	0	1	1	1	1	1	1
GF_2377	1	1	0	1	2	1	1	1	1	1	1	1
GF_2378	1	1	1	1	2	1	1	1	0	1	1	1
GF_2379	1	1	1	1	2	1	1	1	1	0	1	1
GF_2380	1	1	1	1	2	1	1	1	1	1	1	0
GF_2381	1	1	1	1	2	1	0	1	1	1	1	1
GF_2382	1	1	1	1	3	0	1	1	1	0	1	1
GF_2383	1	1	1	1	2	1	0	1	1	1	1	1
GF_2384	1	1	1	1	3	0	0	1	1	1	1	1
GF_2385	1	1	1	1	2	1	0	1	1	1	1	1
GF_2386	1	1	1	0	2	1	1	1	1	1	1	1
GF_2387	1	1	1	1	2	1	1	1	1	0	1	1
GF_2388	1	1	1	1	2	0	1	1	1	1	1	1
GF_2389	1	1	1	1	2	0	1	1	1	1	1	1
GF_2390	1	0	1	1	2	1	1	1	1	1	1	1
GF_2391	1	1	1	0	2	1	1	1	1	1	1	1
GF_2392	1	0	1	1	2	1	1	1	1	1	1	1
GF_2393	1	1	1	1	2	0	1	1	1	1	1	1
GF_2394	1	0	1	1	3	1	1	1	1	0	1	1
GF_2395	1	1	1	1	2	0	1	1	1	1	1	1
GF_2396	1	1	1	1	2	1	1	1	1	0	1	1
GF_2397	0	0	0	0	12	0	0	0	0	0	0	0
GF_2398	1	1	1	1	2	0	1	1	1	1	1	1
GF_2399	1	1	1	1	2	1	1	1	1	1	1	0
GF_2400	1	1	1	0	2	1	1	1	1	1	1	1
GF_2401	0	0	0	0	12	0	0	0	0	0	0	0
GF_2402	1	1	1	1	2	0	1	1	1	1	1	1
GF_2403	1	1	1	0	2	1	1	1	1	1	1	1
GF_2404	1	1	0	2	2	1	0	1	1	1	1	1
GF_2405	1	1	1	1	2	0	1	1	1	1	1	1
GF_2406	1	1	1	1	2	0	1	1	1	1	1	1
GF_2407	1	1	1	1	2	1	1	1	0	1	1	1
GF_2408	1	1	1	1	2	1	1	1	1	0	1	1
GF_2409	1	1	1	1	2	1	1	1	1	0	1	1
GF_2410	1	0	1	1	2	1	1	1	1	1	1	1
GF_2411	1	1	1	1	2	1	0	1	1	1	1	1
GF_2412	1	1	1	1	2	0	0	1	1	2	1	1
GF_2413	1	1	1	1	2	0	1	1	1	1	1	1
GF_2414	1	1	1	1	2	0	1	1	1	1	1	1
GF_2415	1	1	1	1	2	0	1	1	1	1	1	1
GF_2416	1	1	1	1	2	1	0	1	1	1	1	1
GF_2417	1	1	1	1	2	1	1	1	0	1	1	1
GF_2418	1	1	1	0	2	1	1	1	1	1	1	1
GF_2419	1	1	1	1	2	1	0	1	1	1	1	1
GF_2420	1	1	1	2	0	0	1	1	1	1	1	2
GF_2421	1	1	1	1	0	1	1	1	2	1	1	1
GF_2422	1	1	1	1	1	1	1	1	2	0	1	1
GF_2423	1	1	1	2	1	1	1	1	0	1	1	1
GF_2424	1	1	1	2	0	1	1	1	1	1	1	1
GF_2425	1	1	1	2	1	0	1	1	1	1	1	1
GF_2426	1	1	1	2	0	1	1	1	1	1	1	1
GF_2427	0	0	0	4	0	0	0	2	0	0	5	1
GF_2428	1	1	1	2	1	1	1	1	1	1	0	1
GF_2429	1	1	1	2	0	1	1	1	1	1	1	1
GF_2430	1	1	1	2	0	0	1	1	1	1	2	1
GF_2431	1	1	1	1	1	0	1	2	1	1	1	1
GF_2432	1	1	1	1	1	0	1	2	1	1	1	1
GF_2433	1	1	1	1	0	1	1	2	1	1	1	1
GF_2434	1	1	1	1	1	1	1	2	1	1	0	1
GF_2435	3	0	0	2	0	0	0	2	0	0	2	3
GF_2436	1	1	1	1	0	1	1	1	2	1	1	1
GF_2437	1	0	1	1	1	1	1	2	1	1	1	1
GF_2438	1	1	1	1	0	1	1	2	1	1	1	1
GF_2439	1	1	1	1	0	1	1	2	1	1	1	1
GF_2440	1	1	1	1	0	1	1	2	1	1	1	1
GF_2441	1	1	1	1	0	1	1	2	1	1	1	1
GF_2442	1	1	1	1	1	1	1	2	0	1	1	1
GF_2443	1	1	1	1	1	0	1	2	1	1	1	1
GF_2444	1	1	1	1	0	2	1	1	1	1	1	1
GF_2445	1	1	1	1	1	0	1	1	1	1	2	1
GF_2446	1	1	1	1	1	0	1	1	1	1	2	1
GF_2447	1	1	1	1	1	1	1	1	1	0	2	1
GF_2448	1	1	1	1	0	1	1	1	1	1	2	1
GF_2449	1	1	1	1	1	0	1	1	1	1	2	1
GF_2450	1	1	1	1	1	0	1	1	1	1	2	1
GF_2451	1	1	1	1	1	0	1	1	1	1	2	1
GF_2452	1	1	1	1	0	1	1	1	1	1	2	1
GF_2453	1	0	1	1	1	1	1	1	1	1	2	1
GF_2454	1	1	1	1	1	1	1	1	1	0	2	1
GF_2455	1	1	1	0	1	1	1	1	1	1	2	1
GF_2456	1	1	1	1	1	1	1	1	0	1	2	1
GF_2457	1	1	1	1	1	1	1	1	0	1	2	1
GF_2458	1	1	1	1	1	0	1	1	1	1	2	1
GF_2459	1	1	1	1	0	1	1	1	1	1	2	1
GF_2460	1	1	1	1	0	1	1	1	1	1	2	1
GF_2461	1	1	1	1	1	0	1	1	1	1	2	1
GF_2462	1	1	1	1	0	1	1	1	1	1	2	1
GF_2463	1	1	1	1	1	0	1	1	1	1	2	1
GF_2464	1	1	1	1	0	1	1	1	1	1	2	1
GF_2465	1	1	1	1	0	1	1	1	1	1	2	1
GF_2466	1	1	1	1	1	1	1	1	0	1	2	1
GF_2467	1	1	1	1	0	1	1	1	1	1	2	1
GF_2468	1	1	0	1	0	1	3	2	1	0	1	1
GF_2469	1	1	1	1	0	1	2	1	1	1	1	1
GF_2470	2	0	0	1	0	0	0	2	3	0	2	2
GF_2471	1	0	1	1	1	1	1	1	1	2	1	1
GF_2472	1	1	1	0	1	1	1	1	1	2	1	1
GF_2473	1	1	2	1	0	1	0	1	1	2	1	1
GF_2474	0	0	0	0	0	0	0	0	0	12	0	0
GF_2475	0	12	0	0	0	0	0	0	0	0	0	0
GF_2476	0	12	0	0	0	0	0	0	0	0	0	0
GF_2477	0	0	0	0	0	12	0	0	0	0	0	0
GF_2478	0	0	0	0	12	0	0	0	0	0	0	0
GF_2479	0	0	0	0	12	0	0	0	0	0	0	0
GF_2480	0	0	0	0	12	0	0	0	0	0	0	0
GF_2481	0	0	0	0	12	0	0	0	0	0	0	0
GF_2482	0	0	0	0	12	0	0	0	0	0	0	0
GF_2483	0	0	0	0	12	0	0	0	0	0	0	0
GF_2484	0	0	0	0	12	0	0	0	0	0	0	0
GF_2485	0	0	0	0	12	0	0	0	0	0	0	0
GF_2486	0	0	0	0	12	0	0	0	0	0	0	0
GF_2487	0	0	0	0	12	0	0	0	0	0	0	0
GF_2488	0	0	0	0	12	0	0	0	0	0	0	0
GF_2489	0	0	0	0	12	0	0	0	0	0	0	0
GF_2490	0	0	0	0	12	0	0	0	0	0	0	0
GF_2491	0	0	0	0	12	0	0	0	0	0	0	0
GF_2492	1	1	1	1	1	1	1	1	1	1	1	1
GF_2493	1	1	1	1	1	1	1	1	1	1	1	1
GF_2494	1	1	1	1	1	1	1	1	1	1	1	1
GF_2495	1	1	1	1	1	1	1	1	1	1	1	1
GF_2496	1	1	1	1	1	1	1	1	1	1	1	1
GF_2497	1	1	1	1	1	1	1	1	1	1	1	1
GF_2498	1	1	1	1	1	1	1	1	1	1	1	1
GF_2499	1	1	1	1	1	1	1	1	1	1	1	1
GF_2500	1	1	1	1	1	1	1	1	1	1	1	1
GF_2501	1	1	1	1	1	1	1	1	1	1	1	1
GF_2502	1	1	1	1	1	1	1	1	1	1	1	1
GF_2503	1	1	1	1	1	1	1	1	1	1	1	1
GF_2504	1	1	1	1	1	1	1	1	1	1	1	1
GF_2505	1	1	1	1	1	1	1	1	1	1	1	1
GF_2506	1	1	1	1	1	1	1	1	1	1	1	1
GF_2507	1	1	1	1	1	1	1	1	1	1	1	1
GF_2508	1	1	1	1	1	1	1	1	1	1	1	1
GF_2509	1	1	1	1	1	1	1	1	1	1	1	1
GF_2510	1	1	1	1	1	1	1	1	1	1	1	1
GF_2511	1	1	1	1	1	1	1	1	1	1	1	1
GF_2512	1	1	1	1	1	1	1	1	1	1	1	1
GF_2513	1	1	1	1	1	1	1	1	1	1	1	1
GF_2514	1	1	1	1	1	1	1	1	1	1	1	1
GF_2515	1	1	1	1	1	1	1	1	1	1	1	1
GF_2516	1	1	1	1	1	1	1	1	1	1	1	1
GF_2517	1	1	1	1	1	1	1	1	1	1	1	1
GF_2518	1	1	1	1	1	1	1	1	1	1	1	1
GF_2519	1	1	1	1	1	1	1	1	1	1	1	1
GF_2520	1	1	1	1	1	1	1	1	1	1	1	1
GF_2521	1	1	1	1	1	1	1	1	1	1	1	1
GF_2522	1	1	1	1	1	1	1	1	1	1	1	1
GF_2523	1	1	1	1	1	1	1	1	1	1	1	1
GF_2524	1	1	1	1	1	1	1	1	1	1	1	1
GF_2525	1	1	1	1	1	1	1	1	1	1	1	1
GF_2526	1	1	1	1	1	1	1	1	1	1	1	1
GF_2527	1	1	1	1	1	1	1	1	1	1	1	1
GF_2528	1	1	1	1	1	1	1	1	1	1	1	1
GF_2529	1	1	1	1	1	1	1	1	1	1	1	1
GF_2530	1	1	1	1	1	1	1	1	1	1	1	1
GF_2531	1	1	1	1	1	1	1	1	1	1	1	1
GF_2532	1	1	1	1	1	1	1	1	1	1	1	1
GF_2533	1	1	1	1	1	1	1	1	1	1	1	1
GF_2534	1	1	1	1	1	1	1	1	1	1	1	1
GF_2535	1	1	1	1	1	1	1	1	1	1	1	1
GF_2536	1	1	1	1	1	1	1	1	1	1	1	1
GF_2537	1	1	1	1	1	1	1	1	1	1	1	1
GF_2538	1	1	1	1	1	1	1	1	1	1	1	1
GF_2539	1	1	1	1	1	1	1	1	1	1	1	1
GF_2540	1	1	1	1	1	1	1	1	1	1	1	1
GF_2541	1	1	1	1	1	1	1	1	1	1	1	1
GF_2542	1	1	1	1	1	1	1	1	1	1	1	1
GF_2543	1	1	1	1	1	1	1	1	1	1	1	1
GF_2544	1	1	1	1	1	1	1	1	1	1	1	1
GF_2545	1	1	1	1	1	1	1	1	1	1	1	1
GF_2546	1	1	1	1	1	1	1	1	1	1	1	1
GF_2547	1	1	1	1	1	1	1	1	1	1	1	1
GF_2548	1	1	1	1	1	1	1	1	1	1	1	1
GF_2549	1	1	1	1	1	1	1	1	1	1	1	1
GF_2550	1	1	1	1	1	1	1	1	1	1	1	1
GF_2551	1	1	1	1	1	1	1	1	1	1	1	1
GF_2552	1	1	1	1	1	1	1	1	1	1	1	1
GF_2553	1	1	1	1	1	1	1	1	1	1	1	1
GF_2554	1	1	1	1	1	1	1	1	1	1	1	1
GF_2555	1	1	1	1	1	1	1	1	1	1	1	1
GF_2556	1	1	1	1	1	1	1	1	1	1	1	1
GF_2557	1	1	1	1	1	1	1	1	1	1	1	1
GF_2558	1	1	1	1	1	1	1	1	1	1	1	1
GF_2559	1	1	1	1	1	1	1	1	1	1	1	1
GF_2560	1	1	1	1	1	1	1	1	1	1	1	1
GF_2561	1	1	1	1	1	1	1	1	1	1	1	1
GF_2562	1	1	1	1	1	1	1	1	1	1	1	1
GF_2563	1	1	1	1	1	1	1	1	1	1	1	1
GF_2564	1	1	1	1	1	1	1	1	1	1	1	1
GF_2565	1	1	1	1	1	1	1	1	1	1	1	1
GF_2566	1	1	1	1	1	1	1	1	1	1	1	1
GF_2567	1	1	1	1	1	1	1	1	1	1	1	1
GF_2568	1	1	1	1	1	1	1	1	1	1	1	1
GF_2569	1	1	1	1	1	1	1	1	1	1	1	1
GF_2570	1	1	1	1	1	1	1	1	1	1	1	1
GF_2571	1	1	1	1	1	1	1	1	1	1	1	1
GF_2572	1	1	1	1	1	1	1	1	1	1	1	1
GF_2573	1	1	1	1	1	1	1	1	1	1	1	1
GF_2574	1	1	1	1	1	1	1	1	1	1	1	1
GF_2575	1	1	1	1	1	1	1	1	1	1	1	1
GF_2576	1	1	1	1	2	1	0	1	1	1	1	1
GF_2577	1	1	1	1	1	1	1	1	1	1	1	1
GF_2578	1	1	1	1	1	1	1	1	1	1	1	1
GF_2579	1	1	1	1	1	1	1	1	1	1	1	1
GF_2580	1	1	1	1	1	1	1	1	1	1	1	1
GF_2581	1	1	1	1	1	1	1	1	1	1	1	1
GF_2582	1	1	1	1	1	1	1	1	1	1	1	1
GF_2583	1	1	1	1	1	1	1	1	1	1	1	1
GF_2584	1	1	1	1	1	1	1	1	1	1	1	1
GF_2585	1	1	1	1	1	1	1	1	1	1	1	1
GF_2586	1	1	1	1	1	1	1	1	1	1	1	1
GF_2587	1	1	1	1	1	1	1	1	1	1	1	1
GF_2588	1	1	1	1	1	1	1	1	1	1	1	1
GF_2589	1	1	1	1	1	1	1	1	1	1	1	1
GF_2590	1	1	1	1	1	1	1	1	1	1	1	1
GF_2591	1	1	1	1	1	1	1	1	1	1	1	1
GF_2592	1	1	1	1	1	1	1	1	1	1	1	1
GF_2593	1	1	1	1	1	1	1	1	1	1	1	1
GF_2594	1	1	1	1	1	1	1	1	1	1	1	1
GF_2595	1	1	1	1	1	1	1	1	1	1	1	1
GF_2596	1	1	1	1	1	1	1	1	1	1	1	1
GF_2597	1	1	1	1	1	1	1	1	1	1	1	1
GF_2598	1	1	1	1	1	1	1	1	1	1	1	1
GF_2599	1	1	1	1	1	1	1	1	1	1	1	1
GF_2600	1	1	1	1	1	1	1	1	1	1	1	1
GF_2601	1	1	1	1	1	1	1	1	1	1	1	1
GF_2602	1	1	1	1	1	1	1	1	1	1	1	1
GF_2603	1	1	1	1	1	1	1	1	1	1	1	1
GF_2604	1	1	1	1	1	1	1	1	1	1	1	1
GF_2605	1	1	1	1	1	1	1	1	1	1	1	1
GF_2606	1	1	1	1	1	1	1	1	1	1	1	1
GF_2607	1	1	1	1	1	1	1	1	1	1	1	1
GF_2608	1	1	1	1	1	1	1	1	1	1	1	1
GF_2609	1	1	1	1	1	1	1	1	1	1	1	1
GF_2610	1	1	1	1	1	1	1	1	1	1	1	1
GF_2611	1	1	1	1	1	1	1	1	1	1	1	1
GF_2612	1	1	1	1	1	1	1	1	1	1	1	1
GF_2613	1	1	1	1	1	1	1	1	1	1	1	1
GF_2614	1	1	1	1	1	1	1	1	1	1	1	1
GF_2615	1	1	1	1	1	1	1	1	1	1	1	1
GF_2616	1	1	1	1	1	1	1	1	1	1	1	1
GF_2617	1	1	1	1	1	1	1	1	1	1	1	1
GF_2618	1	1	1	1	1	1	1	1	1	1	1	1
GF_2619	1	1	1	1	1	1	1	1	1	1	1	1
GF_2620	1	1	1	1	1	1	1	1	1	1	1	1
GF_2621	1	1	1	1	1	1	1	1	1	1	1	1
GF_2622	1	1	1	1	1	1	0	1	1	2	1	1
GF_2623	1	1	1	1	1	1	1	1	1	1	1	1
GF_2624	1	1	1	1	1	1	1	1	1	1	1	1
GF_2625	1	1	1	1	1	1	1	1	1	1	1	1
GF_2626	1	1	1	1	1	1	1	1	1	1	1	1
GF_2627	1	1	1	1	1	1	1	1	1	1	1	1
GF_2628	1	1	1	1	1	1	1	1	1	1	1	1
GF_2629	1	1	1	1	1	1	1	1	1	1	1	1
GF_2630	1	1	1	1	1	1	1	1	1	1	1	1
GF_2631	1	1	1	1	1	1	1	1	1	1	1	1
GF_2632	1	1	1	1	1	1	1	1	1	1	1	1
GF_2633	1	1	1	1	1	1	1	1	1	1	1	1
GF_2634	1	1	1	1	1	1	1	1	1	1	1	1
GF_2635	1	1	1	1	1	1	1	1	1	1	1	1
GF_2636	1	1	1	1	1	1	1	1	1	1	1	1
GF_2637	1	1	1	1	1	1	1	1	1	1	1	1
GF_2638	1	1	1	1	1	1	1	1	1	1	1	1
GF_2639	1	1	1	1	1	1	1	1	1	1	1	1
GF_2640	1	1	1	1	1	1	1	1	1	1	1	1
GF_2641	1	1	1	1	1	1	1	1	1	1	1	1
GF_2642	1	1	1	1	1	1	1	1	1	1	1	1
GF_2643	1	1	1	1	1	1	1	1	1	1	1	1
GF_2644	1	1	1	1	1	1	1	1	1	1	1	1
GF_2645	1	1	1	1	1	1	1	1	1	1	1	1
GF_2646	1	1	1	1	1	1	1	1	1	1	1	1
GF_2647	1	1	1	1	1	1	1	1	1	1	1	1
GF_2648	1	1	1	1	1	1	1	1	1	1	1	1
GF_2649	1	1	1	1	1	1	1	1	1	1	1	1
GF_2650	1	1	1	1	1	1	1	1	1	1	1	1
GF_2651	1	1	1	1	1	1	1	1	1	1	1	1
GF_2652	1	1	1	1	1	1	1	1	1	1	1	1
GF_2653	1	1	1	1	1	1	1	1	1	1	1	1
GF_2654	1	1	1	1	1	1	1	1	1	1	1	1
GF_2655	1	1	1	1	1	1	1	1	1	1	1	1
GF_2656	1	1	1	1	1	1	1	1	1	1	1	1
GF_2657	1	1	1	1	1	1	1	1	1	1	1	1
GF_2658	1	1	1	1	1	1	1	1	1	1	1	1
GF_2659	1	1	1	1	1	1	1	1	1	1	1	1
GF_2660	1	1	1	1	1	1	1	1	1	1	1	1
GF_2661	1	1	1	1	1	1	1	1	1	1	1	1
GF_2662	1	1	1	1	1	1	1	1	1	1	1	1
GF_2663	1	1	1	1	1	1	1	1	1	1	1	1
GF_2664	1	1	1	1	1	1	1	1	1	1	1	1
GF_2665	1	1	1	1	1	1	1	1	1	1	1	1
GF_2666	1	1	1	1	1	1	1	1	1	1	1	1
GF_2667	1	1	1	1	1	1	1	1	1	1	1	1
GF_2668	1	1	1	1	1	1	1	1	1	1	1	1
GF_2669	1	1	1	1	1	1	1	1	1	1	1	1
GF_2670	1	1	1	1	1	1	1	1	1	1	1	1
GF_2671	1	1	1	1	1	1	1	1	1	1	1	1
GF_2672	1	1	1	1	1	1	1	1	1	1	1	1
GF_2673	1	1	1	1	1	1	1	1	1	1	1	1
GF_2674	1	1	1	1	1	1	1	1	1	1	1	1
GF_2675	1	1	1	1	1	1	1	1	1	1	1	1
GF_2676	1	1	1	1	1	1	1	1	1	1	1	1
GF_2677	1	1	1	1	1	1	1	1	1	1	1	1
GF_2678	1	1	1	1	1	1	1	1	1	1	1	1
GF_2679	1	1	1	1	1	1	1	1	1	1	1	1
GF_2680	1	1	1	1	1	1	1	1	1	1	1	1
GF_2681	1	1	1	1	1	1	1	1	1	1	1	1
GF_2682	1	1	1	1	1	1	1	1	1	1	1	1
GF_2683	1	1	1	1	1	1	1	1	1	1	1	1
GF_2684	1	1	1	1	1	1	1	1	1	1	1	1
GF_2685	1	1	2	1	1	0	1	1	1	1	1	1
GF_2686	1	1	1	1	1	1	1	1	1	1	1	1
