gene_family_id	R5-3	M.roreri	B.botryosum	R0301	P.striiformis	P.oryzae	U.maydis	R10-1	R.solani	P.placenta	R1-6-1	R1-8-2
GF_8345	1	0	0	1	0	0	0	1	1	0	1	1
GF_8346	1	0	0	1	0	0	0	1	1	0	1	1
GF_8347	1	0	0	1	0	0	0	1	1	0	1	1
GF_8348	1	0	0	1	0	0	0	1	1	0	1	1
GF_8349	1	0	0	1	0	0	0	1	1	0	1	1
GF_8350	1	0	0	1	0	0	0	1	1	0	1	1
GF_8351	1	0	0	1	0	0	0	1	1	0	1	1
GF_8352	1	0	0	1	0	0	0	1	1	0	1	1
GF_8353	1	0	0	1	0	0	0	1	1	0	1	1
GF_8354	1	0	0	1	0	0	0	1	1	0	1	1
GF_8355	1	0	0	1	0	0	0	1	1	0	1	1
GF_8356	1	0	0	1	0	0	0	1	0	0	1	2
GF_8357	1	0	0	1	0	0	0	1	1	0	1	1
GF_8358	1	0	0	1	0	0	0	1	0	0	1	2
GF_8359	1	0	0	1	0	0	0	1	0	0	1	2
GF_8360	1	0	0	2	0	0	0	1	0	0	1	1
GF_8361	1	0	0	1	0	0	0	1	1	0	1	1
GF_8362	1	0	0	1	0	0	0	1	1	0	1	1
GF_8363	1	0	0	1	0	0	0	1	1	0	1	1
GF_8364	1	0	0	1	0	0	0	1	1	0	1	1
GF_8365	1	0	0	1	0	0	0	1	1	0	1	1
GF_8366	1	0	0	1	0	0	0	1	1	0	1	1
GF_8367	2	0	0	1	0	0	0	1	0	0	1	1
GF_8368	1	0	0	1	0	0	0	1	1	0	1	1
GF_8369	1	0	0	1	0	0	0	1	1	0	1	1
GF_8370	1	0	0	1	0	0	0	1	1	0	1	1
GF_8371	1	0	0	1	0	0	0	1	0	0	1	2
GF_8372	1	0	1	1	0	0	0	1	0	0	1	1
GF_8373	1	0	0	2	0	0	0	1	0	0	1	1
GF_8374	1	0	0	1	0	0	0	1	1	0	1	1
GF_8375	1	0	0	1	0	0	0	1	1	0	1	1
GF_8376	1	0	0	1	0	0	0	1	0	1	1	1
GF_8377	1	0	0	1	0	0	0	2	0	0	1	1
GF_8378	1	0	0	1	0	0	0	2	0	0	1	1
GF_8379	1	0	0	1	0	0	0	2	0	0	1	1
GF_8380	1	0	0	0	0	0	0	2	0	0	1	2
GF_8381	1	0	0	2	0	0	0	0	0	0	1	2
GF_8382	2	0	0	1	0	0	0	0	0	0	2	1
GF_8383	1	0	0	1	0	0	0	1	1	0	1	1
GF_8384	1	0	0	1	0	0	0	0	0	0	2	2
GF_8385	1	0	0	1	0	0	0	1	1	0	1	1
GF_8386	1	0	0	1	0	0	0	1	0	0	2	1
GF_8387	1	0	0	1	0	0	0	1	0	0	1	2
GF_8388	0	0	1	1	0	1	1	0	0	1	0	1
GF_8389	0	4	0	0	0	0	0	0	0	1	0	0
GF_8390	0	0	0	0	0	0	0	0	0	5	0	0
GF_8391	0	1	0	0	0	0	0	0	0	4	0	0
GF_8392	0	0	0	0	0	0	0	0	0	5	0	0
GF_8393	0	1	0	0	0	1	0	0	0	3	0	0
GF_8394	0	0	0	0	0	0	0	0	0	5	0	0
GF_8395	0	0	3	0	0	0	0	0	0	2	0	0
GF_8396	0	0	0	0	0	0	0	0	0	5	0	0
GF_8397	0	0	2	0	0	0	0	0	0	2	0	1
GF_8398	0	0	0	0	0	0	0	0	0	5	0	0
GF_8399	0	1	1	0	0	0	0	0	0	3	0	0
GF_8400	0	0	0	0	0	0	0	0	0	5	0	0
GF_8401	0	0	3	0	0	0	0	0	0	2	0	0
GF_8402	0	0	0	0	0	0	0	0	0	5	0	0
GF_8403	0	1	0	0	0	0	0	0	0	4	0	0
GF_8404	0	0	0	0	0	0	0	0	0	5	0	0
GF_8405	0	0	0	0	0	0	0	0	0	5	0	0
GF_8406	0	0	0	0	0	0	0	0	0	5	0	0
GF_8407	0	1	0	0	0	1	1	0	0	2	0	0
GF_8408	0	0	0	0	0	0	0	0	0	5	0	0
GF_8409	0	0	5	0	0	0	0	0	0	0	0	0
GF_8410	0	0	5	0	0	0	0	0	0	0	0	0
GF_8411	0	0	5	0	0	0	0	0	0	0	0	0
GF_8412	0	0	5	0	0	0	0	0	0	0	0	0
GF_8413	0	1	4	0	0	0	0	0	0	0	0	0
GF_8414	0	0	5	0	0	0	0	0	0	0	0	0
GF_8415	0	0	5	0	0	0	0	0	0	0	0	0
GF_8416	0	1	2	0	0	0	0	0	1	1	0	0
GF_8417	0	0	5	0	0	0	0	0	0	0	0	0
GF_8418	0	0	5	0	0	0	0	0	0	0	0	0
GF_8419	0	1	4	0	0	0	0	0	0	0	0	0
GF_8420	0	0	5	0	0	0	0	0	0	0	0	0
GF_8421	0	1	2	0	0	1	1	0	0	0	0	0
GF_8422	0	1	3	0	0	0	0	0	0	1	0	0
GF_8423	0	0	5	0	0	0	0	0	0	0	0	0
GF_8424	0	0	5	0	0	0	0	0	0	0	0	0
GF_8425	0	0	5	0	0	0	0	0	0	0	0	0
GF_8426	0	0	5	0	0	0	0	0	0	0	0	0
GF_8427	0	0	5	0	0	0	0	0	0	0	0	0
GF_8428	0	2	2	1	0	0	0	0	0	0	0	0
GF_8429	0	1	2	0	0	1	0	0	0	1	0	0
GF_8430	0	0	2	0	0	2	0	0	0	1	0	0
GF_8431	0	0	5	0	0	0	0	0	0	0	0	0
GF_8432	0	0	5	0	0	0	0	0	0	0	0	0
GF_8433	0	1	3	0	0	0	0	0	0	1	0	0
GF_8434	0	1	3	0	0	0	0	1	0	0	0	0
GF_8435	0	1	2	0	0	0	1	0	0	1	0	0
GF_8436	0	0	5	0	0	0	0	0	0	0	0	0
GF_8437	0	0	5	0	0	0	0	0	0	0	0	0
GF_8438	0	1	2	0	1	0	0	0	0	1	0	0
GF_8439	0	2	2	0	0	0	0	0	0	1	0	0
GF_8440	0	1	2	0	0	0	1	0	0	1	0	0
GF_8441	0	0	5	0	0	0	0	0	0	0	0	0
GF_8442	0	0	5	0	0	0	0	0	0	0	0	0
GF_8443	0	3	2	0	0	0	0	0	0	0	0	0
GF_8444	0	0	5	0	0	0	0	0	0	0	0	0
GF_8445	0	0	2	0	0	2	1	0	0	0	0	0
GF_8446	0	0	4	0	0	1	0	0	0	0	0	0
GF_8447	0	2	2	0	0	0	0	0	0	1	0	0
GF_8448	0	0	4	0	0	0	0	0	0	1	0	0
GF_8449	0	1	2	0	0	0	1	0	0	1	0	0
GF_8450	0	1	2	0	0	0	0	0	1	1	0	0
GF_8451	0	0	0	0	0	0	0	0	5	0	0	0
GF_8452	1	0	0	0	0	0	0	0	4	0	0	0
GF_8453	0	0	0	0	0	0	0	0	5	0	0	0
GF_8454	0	0	0	0	0	1	0	0	4	0	0	0
GF_8455	1	0	0	1	0	0	0	1	2	0	0	0
GF_8456	0	2	2	0	0	0	0	0	0	1	0	0
GF_8457	0	0	3	0	2	0	0	0	0	0	0	0
GF_8458	0	2	2	0	0	0	0	0	0	1	0	0
GF_8459	0	1	3	0	0	0	0	0	0	1	0	0
GF_8460	0	0	4	0	0	0	0	0	0	1	0	0
GF_8461	0	0	5	0	0	0	0	0	0	0	0	0
GF_8462	3	0	0	1	0	0	0	0	0	0	1	0
GF_8463	2	0	0	0	0	0	0	1	0	0	1	1
GF_8464	0	0	0	0	0	0	0	2	0	0	1	2
GF_8465	1	0	0	0	0	0	0	1	0	0	1	2
GF_8466	1	0	0	0	0	0	0	0	2	0	0	2
GF_8467	0	0	0	0	0	0	0	0	5	0	0	0
GF_8468	1	0	0	0	0	0	0	2	0	0	0	2
GF_8469	0	0	0	1	0	0	0	0	0	0	1	3
GF_8470	0	0	0	1	0	0	0	1	0	0	1	2
GF_8471	1	0	0	0	0	0	0	2	0	0	0	2
GF_8472	1	0	0	0	0	0	0	2	0	0	0	2
GF_8473	1	0	0	0	0	0	0	2	0	0	0	2
GF_8474	1	0	0	0	0	0	0	1	0	0	1	2
GF_8475	0	0	0	1	0	0	0	2	0	0	0	2
GF_8476	0	0	0	1	0	0	0	1	0	0	1	2
GF_8477	1	0	0	2	0	0	0	0	0	0	0	2
GF_8478	1	0	0	0	0	0	0	1	0	0	1	2
GF_8479	0	5	0	0	0	0	0	0	0	0	0	0
GF_8480	0	5	0	0	0	0	0	0	0	0	0	0
GF_8481	0	5	0	0	0	0	0	0	0	0	0	0
GF_8482	0	3	1	0	0	0	0	0	0	1	0	0
GF_8483	0	2	0	0	1	1	0	0	0	1	0	0
GF_8484	0	5	0	0	0	0	0	0	0	0	0	0
GF_8485	0	5	0	0	0	0	0	0	0	0	0	0
GF_8486	0	4	0	0	0	0	0	0	0	1	0	0
GF_8487	0	5	0	0	0	0	0	0	0	0	0	0
GF_8488	0	5	0	0	0	0	0	0	0	0	0	0
GF_8489	0	3	0	0	0	0	0	0	0	2	0	0
GF_8490	0	4	0	0	0	0	0	0	0	1	0	0
GF_8491	0	5	0	0	0	0	0	0	0	0	0	0
GF_8492	0	3	1	0	0	0	0	0	0	1	0	0
GF_8493	0	5	0	0	0	0	0	0	0	0	0	0
GF_8494	0	2	1	0	0	1	0	0	0	1	0	0
GF_8495	0	5	0	0	0	0	0	0	0	0	0	0
GF_8496	0	2	0	0	0	2	0	0	0	1	0	0
GF_8497	0	5	0	0	0	0	0	0	0	0	0	0
GF_8498	0	4	0	0	0	0	1	0	0	0	0	0
GF_8499	0	4	0	0	0	0	0	0	0	1	0	0
GF_8500	0	5	0	0	0	0	0	0	0	0	0	0
GF_8501	0	5	0	0	0	0	0	0	0	0	0	0
GF_8502	0	3	0	0	0	1	0	0	0	1	0	0
GF_8503	0	5	0	0	0	0	0	0	0	0	0	0
GF_8504	0	2	1	0	0	1	0	0	0	1	0	0
GF_8505	0	2	0	0	1	1	1	0	0	0	0	0
GF_8506	0	5	0	0	0	0	0	0	0	0	0	0
GF_8507	0	5	0	0	0	0	0	0	0	0	0	0
GF_8508	0	4	0	0	0	0	0	0	0	1	0	0
GF_8509	0	3	0	0	0	2	0	0	0	0	0	0
GF_8510	0	4	0	0	0	0	0	0	0	1	0	0
GF_8511	0	5	0	0	0	0	0	0	0	0	0	0
GF_8512	0	2	1	0	0	2	0	0	0	0	0	0
GF_8513	0	5	0	0	0	0	0	0	0	0	0	0
GF_8514	0	5	0	0	0	0	0	0	0	0	0	0
GF_8515	0	2	0	0	0	1	1	0	0	1	0	0
GF_8516	0	5	0	0	0	0	0	0	0	0	0	0
GF_8517	0	3	1	0	0	1	0	0	0	0	0	0
GF_8518	0	5	0	0	0	0	0	0	0	0	0	0
GF_8519	0	0	0	0	0	0	0	0	5	0	0	0
GF_8520	0	0	0	0	0	0	0	0	5	0	0	0
GF_8521	0	0	0	0	0	0	0	0	5	0	0	0
GF_8522	0	2	0	0	0	0	0	0	0	3	0	0
GF_8523	0	2	0	1	0	1	0	0	0	0	0	1
GF_8524	0	3	0	0	1	0	0	0	0	1	0	0
GF_8525	0	2	0	0	0	2	0	0	0	1	0	0
GF_8526	0	5	0	0	0	0	0	0	0	0	0	0
GF_8527	0	5	0	0	0	0	0	0	0	0	0	0
GF_8528	0	5	0	0	0	0	0	0	0	0	0	0
GF_8529	0	5	0	0	0	0	0	0	0	0	0	0
GF_8530	0	5	0	0	0	0	0	0	0	0	0	0
GF_8531	0	5	0	0	0	0	0	0	0	0	0	0
GF_8532	0	3	1	0	0	0	1	0	0	0	0	0
GF_8533	0	4	1	0	0	0	0	0	0	0	0	0
GF_8534	0	2	0	0	0	1	1	0	0	1	0	0
GF_8535	0	2	0	0	0	2	0	0	0	1	0	0
GF_8536	0	3	1	0	0	0	0	0	1	0	0	0
GF_8537	0	5	0	0	0	0	0	0	0	0	0	0
GF_8538	0	5	0	0	0	0	0	0	0	0	0	0
GF_8539	0	5	0	0	0	0	0	0	0	0	0	0
GF_8540	0	3	1	0	0	0	0	0	0	1	0	0
GF_8541	0	2	0	0	0	0	0	0	0	3	0	0
GF_8542	0	5	0	0	0	0	0	0	0	0	0	0
GF_8543	0	0	0	0	0	5	0	0	0	0	0	0
GF_8544	0	1	1	0	0	2	1	0	0	0	0	0
GF_8545	0	0	0	0	0	5	0	0	0	0	0	0
GF_8546	0	1	0	0	0	4	0	0	0	0	0	0
GF_8547	0	0	0	0	0	5	0	0	0	0	0	0
GF_8548	0	0	0	0	0	5	0	0	0	0	0	0
GF_8549	0	0	0	0	0	5	0	0	0	0	0	0
GF_8550	0	0	0	0	0	5	0	0	0	0	0	0
GF_8551	0	0	0	0	0	5	0	0	0	0	0	0
GF_8552	0	0	0	0	0	5	0	0	0	0	0	0
GF_8553	0	0	0	0	0	4	1	0	0	0	0	0
GF_8554	0	1	1	0	0	2	0	0	0	1	0	0
GF_8555	0	1	0	0	0	2	2	0	0	0	0	0
GF_8556	0	0	0	0	0	5	0	0	0	0	0	0
GF_8557	0	0	0	0	0	5	0	0	0	0	0	0
GF_8558	0	1	1	0	0	2	0	0	0	1	0	0
GF_8559	0	0	0	0	5	0	0	0	0	0	0	0
GF_8560	0	0	0	0	5	0	0	0	0	0	0	0
GF_8561	0	0	0	0	5	0	0	0	0	0	0	0
GF_8562	0	0	0	0	5	0	0	0	0	0	0	0
GF_8563	0	0	0	0	5	0	0	0	0	0	0	0
GF_8564	0	0	0	0	5	0	0	0	0	0	0	0
GF_8565	0	1	0	0	2	1	1	0	0	0	0	0
GF_8566	0	1	1	0	3	0	0	0	0	0	0	0
GF_8567	0	0	0	0	5	0	0	0	0	0	0	0
GF_8568	0	0	0	0	3	1	1	0	0	0	0	0
GF_8569	0	0	0	0	4	0	0	0	1	0	0	0
GF_8570	0	1	0	0	4	0	0	0	0	0	0	0
GF_8571	0	0	0	0	5	0	0	0	0	0	0	0
GF_8572	0	0	0	0	5	0	0	0	0	0	0	0
GF_8573	1	0	0	1	1	1	0	1	0	0	0	0
GF_8574	0	0	0	0	5	0	0	0	0	0	0	0
GF_8575	0	1	1	0	2	0	0	0	0	1	0	0
GF_8576	0	0	1	0	4	0	0	0	0	0	0	0
GF_8577	0	0	0	0	4	1	0	0	0	0	0	0
GF_8578	0	0	0	0	5	0	0	0	0	0	0	0
GF_8579	0	0	0	0	5	0	0	0	0	0	0	0
GF_8580	0	1	1	0	1	0	1	0	0	1	0	0
GF_8581	0	0	0	0	5	0	0	0	0	0	0	0
GF_8582	0	0	0	0	5	0	0	0	0	0	0	0
GF_8583	0	0	0	0	5	0	0	0	0	0	0	0
GF_8584	0	0	0	0	5	0	0	0	0	0	0	0
GF_8585	0	1	1	0	2	0	1	0	0	0	0	0
GF_8586	0	0	1	0	2	0	1	0	0	1	0	0
GF_8587	0	0	0	0	5	0	0	0	0	0	0	0
GF_8588	0	0	1	0	2	0	1	0	0	1	0	0
GF_8589	0	0	0	0	5	0	0	0	0	0	0	0
GF_8590	1	0	0	2	0	0	0	1	0	0	0	1
GF_8591	0	0	0	1	0	0	0	1	2	0	0	1
GF_8592	0	0	1	0	0	0	0	0	3	1	0	0
GF_8593	0	0	0	3	0	0	0	1	0	0	0	1
GF_8594	0	0	0	2	0	0	0	1	0	0	1	1
GF_8595	1	0	0	3	0	0	0	0	0	0	0	1
GF_8596	0	0	0	3	0	0	0	1	0	0	1	0
GF_8597	1	0	0	2	0	0	0	1	0	0	0	1
GF_8598	0	0	0	2	0	0	0	2	0	0	0	1
GF_8599	1	0	0	2	0	0	0	0	0	0	1	1
GF_8600	1	0	0	2	0	0	0	1	0	0	1	0
GF_8601	0	0	0	2	1	0	0	0	0	0	1	1
GF_8602	1	0	0	2	0	0	0	1	0	0	0	1
GF_8603	1	0	0	1	0	0	0	2	0	0	0	1
GF_8604	1	0	0	1	0	0	0	2	0	0	0	1
GF_8605	1	0	0	0	0	0	0	2	0	0	1	1
GF_8606	1	0	0	0	0	0	0	2	0	0	1	1
GF_8607	1	0	0	0	0	0	0	2	0	0	1	1
GF_8608	0	0	0	0	0	0	0	3	0	0	1	1
GF_8609	1	0	0	0	0	0	0	3	1	0	0	0
GF_8610	1	0	0	0	0	0	0	2	0	0	1	1
GF_8611	1	0	0	0	0	0	0	2	0	0	1	1
GF_8612	0	0	0	1	0	0	0	2	0	0	1	1
GF_8613	1	0	0	0	0	0	0	2	0	0	2	0
GF_8614	0	0	0	1	0	0	0	1	0	0	3	0
GF_8615	1	0	0	1	0	0	0	0	0	0	2	1
GF_8616	2	0	0	0	0	0	0	0	0	0	2	1
GF_8617	0	0	0	1	0	0	0	1	0	0	2	1
GF_8618	1	0	0	1	0	0	0	1	0	0	2	0
GF_8619	1	0	0	0	0	0	0	1	0	0	3	0
GF_8620	0	0	1	1	0	0	0	1	0	0	2	0
GF_8621	0	0	0	1	0	0	0	1	0	0	3	0
GF_8622	1	0	0	1	0	0	0	0	0	0	2	1
GF_8623	0	0	0	1	0	0	0	1	0	0	2	1
GF_8624	1	0	0	1	0	0	0	0	0	0	2	1
GF_8625	0	0	0	0	0	0	0	1	0	0	3	1
GF_8626	0	1	0	0	0	0	0	1	0	0	2	1
GF_8627	0	0	0	0	0	0	5	0	0	0	0	0
GF_8628	0	0	0	0	0	2	2	0	0	1	0	0
GF_8629	0	1	0	0	0	0	0	0	0	4	0	0
GF_8630	0	0	0	0	0	0	0	1	0	2	1	1
GF_8631	0	0	0	0	0	0	0	0	0	5	0	0
GF_8632	0	1	1	0	0	1	0	0	0	2	0	0
GF_8633	0	0	0	0	0	2	0	0	0	3	0	0
GF_8634	0	0	0	0	0	0	0	0	0	5	0	0
GF_8635	0	0	0	0	0	0	0	0	0	5	0	0
GF_8636	0	0	0	0	0	0	0	0	0	5	0	0
GF_8637	0	0	0	0	0	0	0	0	0	5	0	0
GF_8638	0	0	0	0	0	0	0	0	0	5	0	0
GF_8639	0	0	0	0	0	0	0	0	0	5	0	0
GF_8640	0	0	0	0	0	0	0	0	0	5	0	0
GF_8641	0	0	0	0	0	0	0	0	0	5	0	0
GF_8642	0	0	0	0	0	0	0	0	0	5	0	0
GF_8643	0	0	0	0	0	0	0	0	0	5	0	0
GF_8644	0	0	0	0	0	0	0	0	0	5	0	0
GF_8645	0	0	0	0	0	0	0	0	0	5	0	0
GF_8646	0	0	5	0	0	0	0	0	0	0	0	0
GF_8647	0	0	5	0	0	0	0	0	0	0	0	0
GF_8648	0	0	5	0	0	0	0	0	0	0	0	0
GF_8649	0	0	5	0	0	0	0	0	0	0	0	0
GF_8650	0	0	5	0	0	0	0	0	0	0	0	0
GF_8651	0	0	5	0	0	0	0	0	0	0	0	0
GF_8652	0	0	5	0	0	0	0	0	0	0	0	0
GF_8653	0	0	5	0	0	0	0	0	0	0	0	0
GF_8654	0	0	5	0	0	0	0	0	0	0	0	0
GF_8655	0	0	5	0	0	0	0	0	0	0	0	0
GF_8656	0	0	5	0	0	0	0	0	0	0	0	0
GF_8657	0	0	5	0	0	0	0	0	0	0	0	0
GF_8658	0	0	5	0	0	0	0	0	0	0	0	0
GF_8659	0	0	5	0	0	0	0	0	0	0	0	0
GF_8660	0	0	5	0	0	0	0	0	0	0	0	0
GF_8661	0	0	5	0	0	0	0	0	0	0	0	0
GF_8662	0	0	5	0	0	0	0	0	0	0	0	0
GF_8663	0	0	5	0	0	0	0	0	0	0	0	0
GF_8664	0	0	5	0	0	0	0	0	0	0	0	0
GF_8665	0	0	5	0	0	0	0	0	0	0	0	0
GF_8666	0	0	5	0	0	0	0	0	0	0	0	0
GF_8667	0	0	5	0	0	0	0	0	0	0	0	0
GF_8668	0	0	5	0	0	0	0	0	0	0	0	0
GF_8669	0	0	5	0	0	0	0	0	0	0	0	0
GF_8670	0	0	5	0	0	0	0	0	0	0	0	0
GF_8671	0	0	5	0	0	0	0	0	0	0	0	0
GF_8672	0	0	5	0	0	0	0	0	0	0	0	0
GF_8673	0	5	0	0	0	0	0	0	0	0	0	0
GF_8674	0	5	0	0	0	0	0	0	0	0	0	0
GF_8675	0	5	0	0	0	0	0	0	0	0	0	0
GF_8676	0	5	0	0	0	0	0	0	0	0	0	0
GF_8677	0	5	0	0	0	0	0	0	0	0	0	0
GF_8678	0	5	0	0	0	0	0	0	0	0	0	0
GF_8679	0	5	0	0	0	0	0	0	0	0	0	0
GF_8680	0	5	0	0	0	0	0	0	0	0	0	0
GF_8681	0	5	0	0	0	0	0	0	0	0	0	0
GF_8682	0	5	0	0	0	0	0	0	0	0	0	0
GF_8683	0	5	0	0	0	0	0	0	0	0	0	0
GF_8684	0	5	0	0	0	0	0	0	0	0	0	0
GF_8685	0	5	0	0	0	0	0	0	0	0	0	0
GF_8686	0	5	0	0	0	0	0	0	0	0	0	0
GF_8687	0	5	0	0	0	0	0	0	0	0	0	0
GF_8688	0	5	0	0	0	0	0	0	0	0	0	0
GF_8689	0	5	0	0	0	0	0	0	0	0	0	0
GF_8690	0	5	0	0	0	0	0	0	0	0	0	0
GF_8691	0	5	0	0	0	0	0	0	0	0	0	0
GF_8692	0	5	0	0	0	0	0	0	0	0	0	0
GF_8693	0	0	0	0	0	0	0	0	5	0	0	0
GF_8694	0	5	0	0	0	0	0	0	0	0	0	0
GF_8695	0	5	0	0	0	0	0	0	0	0	0	0
GF_8696	0	5	0	0	0	0	0	0	0	0	0	0
GF_8697	0	0	0	0	0	5	0	0	0	0	0	0
GF_8698	0	0	0	0	0	5	0	0	0	0	0	0
GF_8699	0	0	0	0	0	5	0	0	0	0	0	0
GF_8700	0	0	0	0	0	5	0	0	0	0	0	0
GF_8701	0	0	0	0	0	5	0	0	0	0	0	0
GF_8702	0	0	0	0	0	5	0	0	0	0	0	0
GF_8703	0	0	0	0	0	5	0	0	0	0	0	0
GF_8704	0	0	0	0	0	5	0	0	0	0	0	0
GF_8705	0	0	0	0	0	5	0	0	0	0	0	0
GF_8706	0	0	0	0	0	5	0	0	0	0	0	0
GF_8707	0	0	0	0	0	5	0	0	0	0	0	0
GF_8708	0	0	0	0	0	5	0	0	0	0	0	0
GF_8709	0	0	0	0	0	5	0	0	0	0	0	0
GF_8710	0	0	0	0	5	0	0	0	0	0	0	0
GF_8711	0	0	0	0	5	0	0	0	0	0	0	0
GF_8712	0	0	0	0	5	0	0	0	0	0	0	0
GF_8713	0	0	0	0	5	0	0	0	0	0	0	0
GF_8714	0	0	0	0	5	0	0	0	0	0	0	0
GF_8715	0	0	0	0	5	0	0	0	0	0	0	0
GF_8716	0	0	0	0	5	0	0	0	0	0	0	0
GF_8717	0	0	0	0	5	0	0	0	0	0	0	0
GF_8718	0	0	0	0	5	0	0	0	0	0	0	0
GF_8719	0	0	0	0	5	0	0	0	0	0	0	0
GF_8720	0	0	0	0	5	0	0	0	0	0	0	0
GF_8721	0	0	0	0	5	0	0	0	0	0	0	0
GF_8722	0	0	0	0	5	0	0	0	0	0	0	0
GF_8723	0	0	0	0	5	0	0	0	0	0	0	0
GF_8724	0	0	0	0	5	0	0	0	0	0	0	0
GF_8725	0	0	0	0	5	0	0	0	0	0	0	0
GF_8726	0	0	0	0	5	0	0	0	0	0	0	0
GF_8727	0	0	0	0	5	0	0	0	0	0	0	0
GF_8728	0	0	0	0	5	0	0	0	0	0	0	0
GF_8729	0	0	0	0	5	0	0	0	0	0	0	0
GF_8730	0	0	0	0	5	0	0	0	0	0	0	0
GF_8731	0	0	0	0	5	0	0	0	0	0	0	0
GF_8732	0	0	0	0	5	0	0	0	0	0	0	0
GF_8733	0	0	0	0	5	0	0	0	0	0	0	0
GF_8734	0	0	0	0	5	0	0	0	0	0	0	0
GF_8735	0	0	0	0	5	0	0	0	0	0	0	0
GF_8736	0	0	0	0	5	0	0	0	0	0	0	0
GF_8737	0	0	0	0	5	0	0	0	0	0	0	0
GF_8738	0	0	0	0	5	0	0	0	0	0	0	0
GF_8739	0	0	0	0	5	0	0	0	0	0	0	0
GF_8740	0	0	0	0	5	0	0	0	0	0	0	0
GF_8741	0	0	0	0	5	0	0	0	0	0	0	0
GF_8742	0	0	0	0	5	0	0	0	0	0	0	0
GF_8743	0	0	0	0	5	0	0	0	0	0	0	0
GF_8744	0	0	0	0	5	0	0	0	0	0	0	0
GF_8745	0	0	0	0	5	0	0	0	0	0	0	0
GF_8746	0	0	0	0	5	0	0	0	0	0	0	0
GF_8747	0	0	0	0	5	0	0	0	0	0	0	0
GF_8748	0	0	0	0	5	0	0	0	0	0	0	0
GF_8749	0	0	0	0	5	0	0	0	0	0	0	0
GF_8750	0	0	0	0	5	0	0	0	0	0	0	0
GF_8751	0	0	0	0	5	0	0	0	0	0	0	0
GF_8752	0	0	0	0	5	0	0	0	0	0	0	0
GF_8753	0	0	0	0	5	0	0	0	0	0	0	0
GF_8754	0	0	0	0	5	0	0	0	0	0	0	0
GF_8755	0	0	0	0	4	0	1	0	0	0	0	0
GF_8756	0	0	0	0	5	0	0	0	0	0	0	0
GF_8757	0	0	0	0	5	0	0	0	0	0	0	0
GF_8758	0	0	0	0	5	0	0	0	0	0	0	0
GF_8759	0	0	0	0	4	0	1	0	0	0	0	0
GF_8760	0	0	0	0	0	0	5	0	0	0	0	0
GF_8761	0	0	0	0	0	0	5	0	0	0	0	0
GF_8762	0	0	0	0	0	0	0	0	0	5	0	0
GF_8763	0	0	0	0	0	0	0	0	0	5	0	0
GF_8764	0	1	0	0	1	1	1	0	0	1	0	0
GF_8765	0	1	0	0	1	1	1	0	0	1	0	0
GF_8766	0	1	1	0	1	0	1	0	0	1	0	0
GF_8767	0	0	1	0	1	1	1	0	1	0	0	0
GF_8768	0	1	0	0	1	1	1	0	0	1	0	0
GF_8769	0	1	1	0	1	1	0	0	0	1	0	0
GF_8770	0	1	1	0	1	0	1	0	0	1	0	0
GF_8771	0	1	1	0	1	0	1	0	0	1	0	0
GF_8772	0	1	1	0	1	1	0	0	0	1	0	0
GF_8773	1	0	1	1	0	0	0	1	0	0	0	1
GF_8774	0	1	1	0	0	1	1	0	0	1	0	0
GF_8775	0	1	1	0	1	0	1	0	0	1	0	0
GF_8776	1	0	0	1	1	0	0	1	0	0	1	0
GF_8777	0	1	1	0	0	1	1	0	0	1	0	0
GF_8778	0	0	1	0	0	0	0	2	0	1	0	1
GF_8779	0	1	1	0	0	1	1	0	0	1	0	0
GF_8780	0	1	1	0	0	1	1	0	0	1	0	0
GF_8781	1	0	1	1	0	0	0	0	1	1	0	0
GF_8782	0	1	1	0	0	1	1	0	0	1	0	0
GF_8783	0	1	1	0	1	0	1	0	0	1	0	0
GF_8784	0	0	1	1	0	0	0	1	0	0	1	1
GF_8785	0	1	1	0	1	0	1	0	0	1	0	0
GF_8786	0	1	1	0	0	0	1	0	1	1	0	0
GF_8787	0	1	1	0	0	1	0	0	1	1	0	0
GF_8788	0	1	1	0	0	0	1	0	1	1	0	0
GF_8789	0	1	1	0	0	1	1	0	0	1	0	0
GF_8790	0	0	1	0	1	1	0	0	1	1	0	0
GF_8791	0	1	1	0	0	1	0	1	1	0	0	0
GF_8792	0	1	1	0	1	1	1	0	0	0	0	0
GF_8793	0	1	1	0	1	1	0	0	0	1	0	0
GF_8794	0	1	1	0	0	1	1	0	0	1	0	0
GF_8795	0	1	1	0	0	1	1	0	0	1	0	0
GF_8796	0	2	1	0	0	0	0	0	0	2	0	0
GF_8797	0	1	1	0	0	1	1	0	0	1	0	0
GF_8798	0	1	1	0	0	1	1	0	0	1	0	0
GF_8799	0	1	1	0	1	0	1	0	0	1	0	0
GF_8800	0	1	1	0	1	0	1	0	0	1	0	0
GF_8801	0	1	1	0	0	1	1	0	0	1	0	0
GF_8802	0	1	1	0	0	1	1	0	0	1	0	0
GF_8803	0	1	1	0	1	1	1	0	0	0	0	0
GF_8804	0	1	1	0	0	2	0	0	0	1	0	0
GF_8805	0	1	1	0	0	1	1	0	0	1	0	0
GF_8806	0	1	1	0	0	1	1	0	0	1	0	0
GF_8807	0	0	1	1	0	0	0	1	0	1	0	1
GF_8808	0	2	1	0	0	0	0	0	1	1	0	0
